Age Range,Download Dt,Name,Platform,Count Rides,Step,Users Count
18-24,25-10-2021,download,android,0,0,1
18-24,26-10-2021,download,android,0,0,2
18-24,27-10-2021,download,android,0,0,4
18-24,28-10-2021,download,android,0,0,2
18-24,30-10-2021,download,android,0,0,2
18-24,31-10-2021,download,android,0,0,2
18-24,01-11-2021,download,android,0,0,3
18-24,02-11-2021,download,android,0,0,3
18-24,04-11-2021,download,android,0,0,1
18-24,05-11-2021,download,android,0,0,1
18-24,08-11-2021,download,android,0,0,1
18-24,10-11-2021,download,android,0,0,1
18-24,11-11-2021,download,android,0,0,3
18-24,13-11-2021,download,android,0,0,4
18-24,14-11-2021,download,android,0,0,4
18-24,15-11-2021,download,android,0,0,3
18-24,16-11-2021,download,android,0,0,1
18-24,17-11-2021,download,android,0,0,3
18-24,18-11-2021,download,android,0,0,2
18-24,19-11-2021,download,android,0,0,1
18-24,21-11-2021,download,android,0,0,2
18-24,22-11-2021,download,android,0,0,2
18-24,23-11-2021,download,android,0,0,2
18-24,24-11-2021,download,android,0,0,7
18-24,25-11-2021,download,android,0,0,1
18-24,27-11-2021,download,android,0,0,2
18-24,28-11-2021,download,android,0,0,1
18-24,29-11-2021,download,android,0,0,1
18-24,30-11-2021,download,android,0,0,2
18-24,01-12-2021,download,android,0,0,2
18-24,02-12-2021,download,android,0,0,1
18-24,03-12-2021,download,android,0,0,2
18-24,04-12-2021,download,android,0,0,1
18-24,05-12-2021,download,android,0,0,1
18-24,07-12-2021,download,android,0,0,2
18-24,08-12-2021,download,android,0,0,3
18-24,09-12-2021,download,android,0,0,2
18-24,11-12-2021,download,android,0,0,1
18-24,12-12-2021,download,android,0,0,1
18-24,13-12-2021,download,android,0,0,2
18-24,15-12-2021,download,android,0,0,1
18-24,16-12-2021,download,android,0,0,1
18-24,17-12-2021,download,android,0,0,4
18-24,18-12-2021,download,android,0,0,1
18-24,20-12-2021,download,android,0,0,2
18-24,21-12-2021,download,android,0,0,3
18-24,22-12-2021,download,android,0,0,1
18-24,23-12-2021,download,android,0,0,1
18-24,25-12-2021,download,android,0,0,1
18-24,26-12-2021,download,android,0,0,5
18-24,27-12-2021,download,android,0,0,2
18-24,28-12-2021,download,android,0,0,1
18-24,30-12-2021,download,android,0,0,4
18-24,31-12-2021,download,android,0,0,2
25-34,01-01-2021,download,android,0,0,4
25-34,02-01-2021,download,android,0,0,1
25-34,03-01-2021,download,android,0,0,1
25-34,04-01-2021,download,android,0,0,2
25-34,05-01-2021,download,android,0,0,1
25-34,06-01-2021,download,android,0,0,3
25-34,07-01-2021,download,android,0,0,2
25-34,08-01-2021,download,android,0,0,4
25-34,09-01-2021,download,android,0,0,1
25-34,10-01-2021,download,android,0,0,4
25-34,11-01-2021,download,android,0,0,1
25-34,12-01-2021,download,android,0,0,3
25-34,13-01-2021,download,android,0,0,3
25-34,14-01-2021,download,android,0,0,2
25-34,15-01-2021,download,android,0,0,2
25-34,16-01-2021,download,android,0,0,2
25-34,17-01-2021,download,android,0,0,4
25-34,18-01-2021,download,android,0,0,2
25-34,19-01-2021,download,android,0,0,2
25-34,21-01-2021,download,android,0,0,3
25-34,22-01-2021,download,android,0,0,3
25-34,23-01-2021,download,android,0,0,1
25-34,24-01-2021,download,android,0,0,4
25-34,25-01-2021,download,android,0,0,4
25-34,26-01-2021,download,android,0,0,1
25-34,27-01-2021,download,android,0,0,4
25-34,29-01-2021,download,android,0,0,7
25-34,30-01-2021,download,android,0,0,2
25-34,31-01-2021,download,android,0,0,2
25-34,01-02-2021,download,android,0,0,2
25-34,02-02-2021,download,android,0,0,4
25-34,03-02-2021,download,android,0,0,3
25-34,05-02-2021,download,android,0,0,3
25-34,06-02-2021,download,android,0,0,2
25-34,07-02-2021,download,android,0,0,3
25-34,08-02-2021,download,android,0,0,1
25-34,09-02-2021,download,android,0,0,3
25-34,10-02-2021,download,android,0,0,1
25-34,11-02-2021,download,android,0,0,3
25-34,12-02-2021,download,android,0,0,2
25-34,13-02-2021,download,android,0,0,8
25-34,14-02-2021,download,android,0,0,3
25-34,15-02-2021,download,android,0,0,2
25-34,16-02-2021,download,android,0,0,3
25-34,17-02-2021,download,android,0,0,6
25-34,18-02-2021,download,android,0,0,6
25-34,19-02-2021,download,android,0,0,6
25-34,20-02-2021,download,android,0,0,4
25-34,21-02-2021,download,android,0,0,5
25-34,22-02-2021,download,android,0,0,1
25-34,23-02-2021,download,android,0,0,2
25-34,24-02-2021,download,android,0,0,1
25-34,25-02-2021,download,android,0,0,4
25-34,26-02-2021,download,android,0,0,1
25-34,27-02-2021,download,android,0,0,1
25-34,28-02-2021,download,android,0,0,4
25-34,01-03-2021,download,android,0,0,3
25-34,02-03-2021,download,android,0,0,5
25-34,03-03-2021,download,android,0,0,3
25-34,05-03-2021,download,android,0,0,1
25-34,06-03-2021,download,android,0,0,2
25-34,07-03-2021,download,android,0,0,3
25-34,08-03-2021,download,android,0,0,3
25-34,09-03-2021,download,android,0,0,1
25-34,11-03-2021,download,android,0,0,1
25-34,13-03-2021,download,android,0,0,4
25-34,14-03-2021,download,android,0,0,2
25-34,15-03-2021,download,android,0,0,3
25-34,16-03-2021,download,android,0,0,7
25-34,18-03-2021,download,android,0,0,3
25-34,19-03-2021,download,android,0,0,5
25-34,20-03-2021,download,android,0,0,2
25-34,21-03-2021,download,android,0,0,5
25-34,22-03-2021,download,android,0,0,3
25-34,23-03-2021,download,android,0,0,4
25-34,24-03-2021,download,android,0,0,3
25-34,25-03-2021,download,android,0,0,2
25-34,26-03-2021,download,android,0,0,5
25-34,27-03-2021,download,android,0,0,2
25-34,29-03-2021,download,android,0,0,4
25-34,30-03-2021,download,android,0,0,3
25-34,31-03-2021,download,android,0,0,2
25-34,01-04-2021,download,android,0,0,2
25-34,02-04-2021,download,android,0,0,3
25-34,03-04-2021,download,android,0,0,3
25-34,04-04-2021,download,android,0,0,3
25-34,05-04-2021,download,android,0,0,1
25-34,06-04-2021,download,android,0,0,4
25-34,07-04-2021,download,android,0,0,1
25-34,08-04-2021,download,android,0,0,2
25-34,09-04-2021,download,android,0,0,2
25-34,10-04-2021,download,android,0,0,2
25-34,11-04-2021,download,android,0,0,2
25-34,12-04-2021,download,android,0,0,1
25-34,13-04-2021,download,android,0,0,2
25-34,14-04-2021,download,android,0,0,4
25-34,15-04-2021,download,android,0,0,2
25-34,16-04-2021,download,android,0,0,4
25-34,17-04-2021,download,android,0,0,9
25-34,18-04-2021,download,android,0,0,2
25-34,19-04-2021,download,android,0,0,5
25-34,21-04-2021,download,android,0,0,4
25-34,22-04-2021,download,android,0,0,3
25-34,23-04-2021,download,android,0,0,3
25-34,24-04-2021,download,android,0,0,4
25-34,25-04-2021,download,android,0,0,2
25-34,26-04-2021,download,android,0,0,1
25-34,27-04-2021,download,android,0,0,6
25-34,29-04-2021,download,android,0,0,1
25-34,30-04-2021,download,android,0,0,2
25-34,02-05-2021,download,android,0,0,4
25-34,03-05-2021,download,android,0,0,3
25-34,04-05-2021,download,android,0,0,2
25-34,05-05-2021,download,android,0,0,2
25-34,06-05-2021,download,android,0,0,5
25-34,07-05-2021,download,android,0,0,4
25-34,08-05-2021,download,android,0,0,4
25-34,09-05-2021,download,android,0,0,1
25-34,10-05-2021,download,android,0,0,2
25-34,11-05-2021,download,android,0,0,2
25-34,12-05-2021,download,android,0,0,2
25-34,13-05-2021,download,android,0,0,5
25-34,14-05-2021,download,android,0,0,6
25-34,15-05-2021,download,android,0,0,4
25-34,16-05-2021,download,android,0,0,1
25-34,17-05-2021,download,android,0,0,3
25-34,18-05-2021,download,android,0,0,4
25-34,19-05-2021,download,android,0,0,5
25-34,20-05-2021,download,android,0,0,4
25-34,21-05-2021,download,android,0,0,1
25-34,22-05-2021,download,android,0,0,4
25-34,23-05-2021,download,android,0,0,3
25-34,24-05-2021,download,android,0,0,2
25-34,25-05-2021,download,android,0,0,5
25-34,26-05-2021,download,android,0,0,4
25-34,27-05-2021,download,android,0,0,3
25-34,28-05-2021,download,android,0,0,6
25-34,29-05-2021,download,android,0,0,2
25-34,30-05-2021,download,android,0,0,1
25-34,31-05-2021,download,android,0,0,3
25-34,01-06-2021,download,android,0,0,4
25-34,02-06-2021,download,android,0,0,1
25-34,03-06-2021,download,android,0,0,4
25-34,04-06-2021,download,android,0,0,3
25-34,05-06-2021,download,android,0,0,2
25-34,06-06-2021,download,android,0,0,5
25-34,08-06-2021,download,android,0,0,2
25-34,09-06-2021,download,android,0,0,1
25-34,10-06-2021,download,android,0,0,1
25-34,11-06-2021,download,android,0,0,1
25-34,12-06-2021,download,android,0,0,4
25-34,13-06-2021,download,android,0,0,1
25-34,14-06-2021,download,android,0,0,2
25-34,15-06-2021,download,android,0,0,3
25-34,16-06-2021,download,android,0,0,2
25-34,17-06-2021,download,android,0,0,2
25-34,18-06-2021,download,android,0,0,2
25-34,20-06-2021,download,android,0,0,1
25-34,21-06-2021,download,android,0,0,1
25-34,22-06-2021,download,android,0,0,4
25-34,23-06-2021,download,android,0,0,2
25-34,24-06-2021,download,android,0,0,1
25-34,26-06-2021,download,android,0,0,4
25-34,28-06-2021,download,android,0,0,1
25-34,29-06-2021,download,android,0,0,3
25-34,30-06-2021,download,android,0,0,3
25-34,01-07-2021,download,android,0,0,2
25-34,02-07-2021,download,android,0,0,1
25-34,03-07-2021,download,android,0,0,2
25-34,04-07-2021,download,android,0,0,3
25-34,05-07-2021,download,android,0,0,3
25-34,06-07-2021,download,android,0,0,5
25-34,07-07-2021,download,android,0,0,4
25-34,08-07-2021,download,android,0,0,2
25-34,09-07-2021,download,android,0,0,3
25-34,10-07-2021,download,android,0,0,6
25-34,11-07-2021,download,android,0,0,2
25-34,12-07-2021,download,android,0,0,2
25-34,13-07-2021,download,android,0,0,2
25-34,14-07-2021,download,android,0,0,3
25-34,15-07-2021,download,android,0,0,1
25-34,16-07-2021,download,android,0,0,3
25-34,17-07-2021,download,android,0,0,3
25-34,18-07-2021,download,android,0,0,5
25-34,19-07-2021,download,android,0,0,5
25-34,20-07-2021,download,android,0,0,2
25-34,21-07-2021,download,android,0,0,2
25-34,22-07-2021,download,android,0,0,2
25-34,23-07-2021,download,android,0,0,3
25-34,24-07-2021,download,android,0,0,4
25-34,25-07-2021,download,android,0,0,2
25-34,26-07-2021,download,android,0,0,4
25-34,27-07-2021,download,android,0,0,10
25-34,28-07-2021,download,android,0,0,2
25-34,29-07-2021,download,android,0,0,2
25-34,30-07-2021,download,android,0,0,5
25-34,31-07-2021,download,android,0,0,2
25-34,01-08-2021,download,android,0,0,7
25-34,02-08-2021,download,android,0,0,3
25-34,03-08-2021,download,android,0,0,3
25-34,04-08-2021,download,android,0,0,3
25-34,06-08-2021,download,android,0,0,1
25-34,07-08-2021,download,android,0,0,3
25-34,08-08-2021,download,android,0,0,2
25-34,10-08-2021,download,android,0,0,2
25-34,12-08-2021,download,android,0,0,4
25-34,13-08-2021,download,android,0,0,2
25-34,14-08-2021,download,android,0,0,4
25-34,15-08-2021,download,android,0,0,2
25-34,16-08-2021,download,android,0,0,3
25-34,17-08-2021,download,android,0,0,3
25-34,18-08-2021,download,android,0,0,4
25-34,19-08-2021,download,android,0,0,3
25-34,20-08-2021,download,android,0,0,3
25-34,21-08-2021,download,android,0,0,6
25-34,22-08-2021,download,android,0,0,5
25-34,23-08-2021,download,android,0,0,2
25-34,24-08-2021,download,android,0,0,2
25-34,25-08-2021,download,android,0,0,1
25-34,26-08-2021,download,android,0,0,1
25-34,27-08-2021,download,android,0,0,7
25-34,28-08-2021,download,android,0,0,1
25-34,29-08-2021,download,android,0,0,4
25-34,30-08-2021,download,android,0,0,4
25-34,31-08-2021,download,android,0,0,4
25-34,01-09-2021,download,android,0,0,5
25-34,02-09-2021,download,android,0,0,5
25-34,03-09-2021,download,android,0,0,5
25-34,04-09-2021,download,android,0,0,2
25-34,05-09-2021,download,android,0,0,1
25-34,06-09-2021,download,android,0,0,1
25-34,07-09-2021,download,android,0,0,3
25-34,08-09-2021,download,android,0,0,4
25-34,09-09-2021,download,android,0,0,3
25-34,10-09-2021,download,android,0,0,4
25-34,11-09-2021,download,android,0,0,1
25-34,12-09-2021,download,android,0,0,1
25-34,14-09-2021,download,android,0,0,3
25-34,16-09-2021,download,android,0,0,1
25-34,17-09-2021,download,android,0,0,3
25-34,18-09-2021,download,android,0,0,1
25-34,19-09-2021,download,android,0,0,2
25-34,20-09-2021,download,android,0,0,5
25-34,21-09-2021,download,android,0,0,1
25-34,22-09-2021,download,android,0,0,2
25-34,23-09-2021,download,android,0,0,3
25-34,24-09-2021,download,android,0,0,1
25-34,25-09-2021,download,android,0,0,1
25-34,26-09-2021,download,android,0,0,7
25-34,27-09-2021,download,android,0,0,2
25-34,28-09-2021,download,android,0,0,3
25-34,29-09-2021,download,android,0,0,3
25-34,30-09-2021,download,android,0,0,3
25-34,01-10-2021,download,android,0,0,4
25-34,02-10-2021,download,android,0,0,3
25-34,03-10-2021,download,android,0,0,4
25-34,04-10-2021,download,android,0,0,2
25-34,05-10-2021,download,android,0,0,4
25-34,07-10-2021,download,android,0,0,1
25-34,08-10-2021,download,android,0,0,4
25-34,09-10-2021,download,android,0,0,5
25-34,10-10-2021,download,android,0,0,5
25-34,11-10-2021,download,android,0,0,3
25-34,12-10-2021,download,android,0,0,3
25-34,13-10-2021,download,android,0,0,5
25-34,15-10-2021,download,android,0,0,3
25-34,16-10-2021,download,android,0,0,2
25-34,17-10-2021,download,android,0,0,3
25-34,18-10-2021,download,android,0,0,2
25-34,19-10-2021,download,android,0,0,3
25-34,20-10-2021,download,android,0,0,1
25-34,21-10-2021,download,android,0,0,4
25-34,22-10-2021,download,android,0,0,1
25-34,23-10-2021,download,android,0,0,2
25-34,24-10-2021,download,android,0,0,1
25-34,25-10-2021,download,android,0,0,4
25-34,26-10-2021,download,android,0,0,2
25-34,28-10-2021,download,android,0,0,5
25-34,29-10-2021,download,android,0,0,3
25-34,30-10-2021,download,android,0,0,3
25-34,31-10-2021,download,android,0,0,2
25-34,01-11-2021,download,android,0,0,1
25-34,02-11-2021,download,android,0,0,3
25-34,03-11-2021,download,android,0,0,5
25-34,04-11-2021,download,android,0,0,4
25-34,05-11-2021,download,android,0,0,3
25-34,06-11-2021,download,android,0,0,4
25-34,07-11-2021,download,android,0,0,2
25-34,08-11-2021,download,android,0,0,3
25-34,11-11-2021,download,android,0,0,5
25-34,12-11-2021,download,android,0,0,2
25-34,13-11-2021,download,android,0,0,6
25-34,14-11-2021,download,android,0,0,1
25-34,15-11-2021,download,android,0,0,6
25-34,16-11-2021,download,android,0,0,3
25-34,17-11-2021,download,android,0,0,1
25-34,18-11-2021,download,android,0,0,5
25-34,19-11-2021,download,android,0,0,1
25-34,20-11-2021,download,android,0,0,2
25-34,21-11-2021,download,android,0,0,4
25-34,22-11-2021,download,android,0,0,4
25-34,23-11-2021,download,android,0,0,1
25-34,24-11-2021,download,android,0,0,6
25-34,25-11-2021,download,android,0,0,6
25-34,26-11-2021,download,android,0,0,3
25-34,27-11-2021,download,android,0,0,3
25-34,28-11-2021,download,android,0,0,3
25-34,29-11-2021,download,android,0,0,4
25-34,30-11-2021,download,android,0,0,2
25-34,01-12-2021,download,android,0,0,5
25-34,02-12-2021,download,android,0,0,2
25-34,03-12-2021,download,android,0,0,1
25-34,04-12-2021,download,android,0,0,4
25-34,05-12-2021,download,android,0,0,3
25-34,06-12-2021,download,android,0,0,3
25-34,07-12-2021,download,android,0,0,1
25-34,08-12-2021,download,android,0,0,1
25-34,09-12-2021,download,android,0,0,2
25-34,10-12-2021,download,android,0,0,2
25-34,12-12-2021,download,android,0,0,3
25-34,13-12-2021,download,android,0,0,7
25-34,14-12-2021,download,android,0,0,3
25-34,15-12-2021,download,android,0,0,3
25-34,16-12-2021,download,android,0,0,1
25-34,17-12-2021,download,android,0,0,3
25-34,18-12-2021,download,android,0,0,4
25-34,19-12-2021,download,android,0,0,1
25-34,20-12-2021,download,android,0,0,1
25-34,21-12-2021,download,android,0,0,3
25-34,22-12-2021,download,android,0,0,2
25-34,23-12-2021,download,android,0,0,2
25-34,24-12-2021,download,android,0,0,2
25-34,25-12-2021,download,android,0,0,4
25-34,26-12-2021,download,android,0,0,1
25-34,27-12-2021,download,android,0,0,5
25-34,28-12-2021,download,android,0,0,5
25-34,29-12-2021,download,android,0,0,4
25-34,30-12-2021,download,android,0,0,2
25-34,31-12-2021,download,android,0,0,3
35-44,01-01-2021,download,android,0,0,4
35-44,02-01-2021,download,android,0,0,6
35-44,03-01-2021,download,android,0,0,7
35-44,04-01-2021,download,android,0,0,5
35-44,05-01-2021,download,android,0,0,3
35-44,06-01-2021,download,android,0,0,4
35-44,07-01-2021,download,android,0,0,5
35-44,08-01-2021,download,android,0,0,5
35-44,09-01-2021,download,android,0,0,3
35-44,10-01-2021,download,android,0,0,7
35-44,11-01-2021,download,android,0,0,4
35-44,12-01-2021,download,android,0,0,6
35-44,13-01-2021,download,android,0,0,4
35-44,14-01-2021,download,android,0,0,4
35-44,15-01-2021,download,android,0,0,2
35-44,16-01-2021,download,android,0,0,4
35-44,17-01-2021,download,android,0,0,4
35-44,18-01-2021,download,android,0,0,8
35-44,19-01-2021,download,android,0,0,3
35-44,20-01-2021,download,android,0,0,3
35-44,21-01-2021,download,android,0,0,7
35-44,22-01-2021,download,android,0,0,4
35-44,23-01-2021,download,android,0,0,6
35-44,24-01-2021,download,android,0,0,10
35-44,25-01-2021,download,android,0,0,7
35-44,26-01-2021,download,android,0,0,7
35-44,27-01-2021,download,android,0,0,3
35-44,28-01-2021,download,android,0,0,5
35-44,29-01-2021,download,android,0,0,1
35-44,30-01-2021,download,android,0,0,5
35-44,01-02-2021,download,android,0,0,2
35-44,02-02-2021,download,android,0,0,1
35-44,03-02-2021,download,android,0,0,2
35-44,04-02-2021,download,android,0,0,6
35-44,05-02-2021,download,android,0,0,2
35-44,06-02-2021,download,android,0,0,2
35-44,07-02-2021,download,android,0,0,8
35-44,08-02-2021,download,android,0,0,5
35-44,09-02-2021,download,android,0,0,4
35-44,10-02-2021,download,android,0,0,5
35-44,11-02-2021,download,android,0,0,3
35-44,12-02-2021,download,android,0,0,2
35-44,13-02-2021,download,android,0,0,4
35-44,14-02-2021,download,android,0,0,5
35-44,15-02-2021,download,android,0,0,4
35-44,16-02-2021,download,android,0,0,2
35-44,17-02-2021,download,android,0,0,3
35-44,18-02-2021,download,android,0,0,4
35-44,19-02-2021,download,android,0,0,5
35-44,20-02-2021,download,android,0,0,6
